,Calories,Density,Frequency,Driving_afterwards,Happiness_score,Belgian,Special,Pct_alcohol,Pct_protein,Pct_yeast,pct_hop,Score_others,Sugar,Water_quality,Acid,Score
551,17.0,0.9973,Sometimes,0,9.6,yes,N,7.8,11.0,2.08,6.4,4.7,2.7,0.78,0.44,03.Excellent
552,99.0,0.995,Often,0,3.8,no,N,7.5,10.1,1.9,12.0,4.9,1.8,0.54,0.03,01.Bad
553,50.0,0.9972,Sometimes,0,3.9,no,N,8.3,10.2,1.68,12.2,5.3,2.1,0.61,0.3,02.Good
554,104.0,0.9954,Often,0,2.8,no,Y,7.0,9.4,2.46,3.8,2.5,5.7,0.54,0.23,02.Good
555,135.0,0.9894,Regular,0,0.0,no,Y,5.9,13.9,0.6,6.8,5.3,2.4,0.78,0.22,03.Excellent
556,20.0,0.9992,Sometimes,0,7.3,yes,N,12.6,10.3,1.6,7.8,2.7,2.5,0.82,0.49,02.Good
557,149.0,0.9937,Very Often,0,3.2,yes,Y,6.0,11.0,0.96,5.8,2.9,10.8,0.59,0.41,03.Excellent
558,131.0,0.9913,Often,0,3.4,no,Y,7.5,11.1,1.0,4.0,3.6,1.2,0.52,0.41,01.Bad
559,82.0,0.9958,Regular,0,2.8,no,N,6.7,10.1,1.78,13.5,4.9,2.4,0.54,0.07,01.Bad
560,116.0,0.9941,Regular,0,6.5,no,Y,7.6,10.4,1.04,5.6,4.1,1.9,0.4,0.39,02.Good
561,166.0,0.9946,Very Often,0,0.1,yes,Y,6.6,9.4,3.4,6.0,3.6,4.8,0.47,0.3,01.Bad
562,193.0,0.9986,Very Often,0,6.3,yes,Y,7.4,9.2,0.9,3.8,2.9,14.5,0.5,0.31,02.Good
563,196.0,0.9978,Very Often,0,1.1,yes,Y,6.3,8.8,0.88,5.4,3.3,12.2,0.4,0.29,02.Good
564,136.0,0.9966,Often,0,1.2,yes,Y,7.1,9.5,0.96,6.2,3.3,11.2,0.4,0.25,01.Bad
565,130.0,0.9944,Regular,0,7.9,no,Y,5.9,10.9,0.66,4.2,5.1,7.9,0.59,0.23,02.Good
566,126.0,0.9989,Regular,0,0.4,no,Y,6.5,9.2,1.04,4.8,3.0,17.3,0.47,0.39,02.Good
567,101.0,0.9956,Regular,0,1.5,no,N,6.8,10.2,1.7,12.8,4.8,2.1,0.52,0.1,01.Bad
568,27.0,0.9952,Sometimes,0,8.4,no,N,9.1,11.7,1.26,5.8,4.2,2.05,0.84,0.33,03.Excellent
569,50.0,0.9957,Sometimes,0,3.4,yes,N,5.2,9.2,2.06,6.4,5.1,1.8,0.55,0.25,01.Bad
570,162.0,0.9988,Often,0,5.5,yes,Y,6.8,9.1,0.86,7.8,3.5,14.35,0.54,0.31,01.Bad
571,73.0,0.9908,Sometimes,0,3.4,yes,Y,7.2,12.2,0.62,6.6,1.9,4.5,0.52,0.22,03.Excellent
572,238.0,0.9988,Very Often,0,0.5,yes,Y,6.7,9.2,1.56,10.0,2.8,13.4,0.44,0.63,01.Bad
573,99.0,0.9935,Often,0,5.4,no,Y,6.7,10.0,0.34,2.6,3.1,3.7,0.44,0.32,02.Good
574,150.0,0.9954,Often,0,3.7,yes,Y,6.6,9.4,1.26,7.0,2.9,6.0,0.47,0.35,02.Good
575,169.0,0.9982,Often,0,2.7,no,Y,8.3,9.3,0.84,6.0,4.0,10.0,0.51,0.36,02.Good
576,109.0,0.9904,Very Often,0,4.8,yes,Y,7.5,11.9,0.64,5.2,1.9,1.6,0.43,0.31,02.Good
577,294.0,0.9902,Very Often,0,7.8,yes,Y,7.6,13.1,0.7,5.0,2.4,4.6,0.43,1.23,02.Good
578,146.0,0.998,Often,0,3.7,no,Y,9.3,10.2,1.04,6.8,3.5,7.3,0.61,0.49,01.Bad
579,76.0,0.9899,Sometimes,0,7.4,yes,Y,6.3,12.3,0.74,6.4,4.5,1.5,0.46,0.32,02.Good
580,40.0,0.998,Regular,0,6.3,no,N,8.3,9.5,1.78,13.0,4.4,2.9,0.55,0.1,01.Bad
581,101.0,0.9892,Sometimes,0,9.9,yes,Y,6.6,12.5,0.7,7.6,2.5,2.9,0.37,0.29,02.Good
582,92.0,0.9906,Very Often,0,3.5,yes,Y,8.2,12.0,0.8,3.6,1.2,1.1,0.6,0.38,02.Good
583,186.0,0.9936,Often,0,0.9,no,Y,6.9,9.9,1.06,6.0,4.4,1.3,0.54,0.3,01.Bad
584,133.0,0.996,Very Often,0,1.7,yes,Y,9.2,9.5,1.16,5.6,3.3,3.2,0.58,0.46,01.Bad
585,51.0,0.9984,Very Often,0,7.5,no,N,11.6,9.9,2.94,9.4,5.1,1.6,0.86,0.44,01.Bad
586,116.0,0.9924,Very Often,0,5.6,no,Y,6.9,11.0,0.6,4.6,0.6,6.9,0.54,0.35,02.Good
587,105.0,0.99,Often,0,5.0,yes,Y,6.8,12.8,0.94,4.8,3.2,1.8,0.49,0.4,03.Excellent
588,86.0,0.9974,Regular,0,1.2,yes,N,7.2,9.7,1.56,13.2,6.3,2.3,0.57,0.03,01.Bad
589,169.0,0.9973,Very Often,0,8.7,no,Y,6.4,9.0,1.26,5.8,1.3,11.1,0.57,0.28,01.Bad
590,171.0,0.9981,Regular,0,3.8,no,Y,6.8,9.0,1.24,3.6,2.2,12.8,0.52,0.3,03.Excellent
591,129.0,0.9898,Often,0,2.1,no,Y,5.6,12.0,0.68,3.6,6.1,1.25,0.6,0.58,03.Excellent
592,11.0,0.9958,Almost_never,0,3.0,yes,N,7.3,10.3,1.54,6.6,4.7,2.1,0.53,0.47,02.Good
593,116.0,0.9982,Very Often,0,1.9,no,Y,7.6,9.2,0.74,7.0,2.5,13.3,0.5,0.47,01.Bad
594,102.0,0.9907,Regular,0,5.8,no,Y,5.5,11.2,0.54,6.2,4.0,3.0,0.56,0.29,02.Good
595,45.0,0.9962,Regular,0,3.1,no,N,7.9,9.3,1.54,6.6,4.4,1.7,0.65,0.23,01.Bad
596,17.0,0.9959,Sometimes,0,9.8,yes,N,6.4,10.4,1.22,15.8,6.3,2.2,0.65,0.04,02.Good
597,184.0,0.9951,Very Often,0,4.9,no,Y,6.3,9.5,0.98,6.0,3.9,7.7,0.48,0.19,01.Bad
598,143.0,0.9966,Often,0,0.8,yes,Y,8.4,9.1,0.96,4.0,4.1,6.3,0.5,0.27,02.Good
599,121.0,0.9888,Very Often,0,2.8,no,Y,6.9,13.2,0.68,5.6,2.0,2.1,0.43,0.24,03.Excellent
600,114.0,0.993,Regular,0,4.2,yes,Y,6.6,10.5,0.8,5.2,5.0,1.5,0.62,0.27,02.Good
601,157.0,0.9934,Very Often,0,5.3,yes,Y,6.4,9.9,0.76,4.8,5.3,1.5,0.55,0.22,02.Good
602,128.0,0.9928,Often,0,7.6,no,Y,6.2,11.3,0.58,4.4,5.3,6.0,0.36,0.49,03.Excellent
603,168.0,0.9957,Very Often,0,8.4,yes,Y,6.9,10.3,1.26,4.4,6.4,7.0,0.5,0.49,02.Good
604,211.0,0.9962,Very Often,0,1.1,no,Y,6.6,8.9,1.04,5.6,2.9,8.5,0.55,0.28,02.Good
605,101.0,0.9912,Often,0,8.1,no,Y,6.4,12.5,0.6,6.4,5.0,4.8,0.6,0.35,03.Excellent
606,130.0,0.9995,Very Often,0,1.7,no,Y,6.2,8.8,0.78,4.6,4.0,17.2,0.43,0.36,02.Good
607,122.0,0.9906,Regular,0,7.3,yes,Y,6.4,11.5,0.76,4.8,4.5,1.0,0.42,0.29,01.Bad
608,98.0,0.9940000000000001,Very Often,0,7.8,yes,Y,6.0,10.8,0.6,3.2,3.3,12.0,0.34,0.27,01.Bad
609,29.0,0.9924,Almost_never,0,6.2,no,Y,6.0,10.4,0.92,5.2,4.4,1.3,0.63,0.34,01.Bad
610,20.0,0.9943,Sometimes,0,7.4,no,N,8.3,12.7,1.4,6.6,5.1,2.3,0.77,0.42,03.Excellent
611,131.0,0.9954,Often,0,1.6,yes,Y,5.6,10.8,0.56,3.6,6.0,10.2,0.42,0.3,03.Excellent
612,109.0,0.9918,Very Often,0,5.6,yes,Y,7.7,12.2,0.7,7.8,3.6,4.9,0.58,0.28,03.Excellent
613,46.0,0.9926,Regular,0,0.6,no,N,5.0,12.5,0.82,14.8,10.0,1.2,0.59,0.0,02.Good
614,112.0,0.995,Often,0,7.3,no,Y,7.3,9.8,0.64,6.4,3.9,6.6,0.46,0.34,02.Good
615,143.0,0.9926,Often,0,8.9,yes,Y,6.7,10.3,0.72,4.6,4.5,1.6,0.54,0.25,02.Good
616,117.0,0.9927,Often,0,5.3,yes,Y,6.9,11.0,0.72,6.4,4.0,1.8,0.48,0.3,02.Good
617,28.0,0.9988,Almost_never,0,5.4,yes,N,9.6,10.2,1.74,13.6,3.3,2.2,0.6,0.24,01.Bad
618,97.0,0.9915,Often,0,6.4,no,Y,7.3,12.6,0.74,8.0,3.4,6.5,0.58,0.28,03.Excellent
619,148.0,0.9958,Very Often,0,5.0,no,Y,6.0,9.3,1.04,2.2,1.5,10.6,0.34,0.47,01.Bad
620,18.0,0.9986,Almost_never,0,7.8,no,N,10.6,9.4,3.04,7.2,2.5,2.2,1.05,0.59,01.Bad
621,12.0,0.9964,Almost_never,0,2.7,no,N,8.1,10.9,1.64,26.6,6.4,1.8,0.48,0.0,01.Bad
622,184.0,0.991,Very Often,0,3.1,no,Y,6.0,11.45,0.72,4.8,5.6,1.0,0.44,0.34,02.Good
623,106.0,0.9911,Very Often,0,0.8,no,Y,6.6,11.5,0.58,4.2,1.6,5.35,0.43,0.29,03.Excellent
624,90.0,0.9973,Sometimes,0,4.9,yes,N,8.4,9.2,2.24,13.0,3.7,2.1,0.52,0.6,01.Bad
625,28.0,0.9964,Sometimes,0,0.6,yes,N,8.7,11.2,1.32,9.6,4.7,2.8,0.67,0.3,03.Excellent
626,116.0,0.9924,Often,0,6.4,yes,Y,5.0,11.3,0.62,7.0,5.2,7.8,0.4,0.25,02.Good
627,41.0,0.9944,Sometimes,0,1.0,yes,N,7.2,12.4,1.26,5.0,6.2,2.5,0.8,0.37,03.Excellent
628,124.0,0.9943,Often,0,9.9,no,Y,6.9,9.3,0.82,6.0,3.6,3.3,0.5,0.25,02.Good
629,77.0,0.9907,Regular,0,5.5,yes,Y,5.7,11.9,0.52,7.2,5.3,4.2,0.45,0.34,02.Good
630,191.0,0.9934,Often,0,8.4,yes,Y,7.1,12.2,0.6,5.6,3.4,8.5,0.46,0.28,03.Excellent
631,93.0,0.9939,Sometimes,0,3.4,yes,Y,7.4,10.7,0.4,5.0,2.2,6.9,0.48,0.37,03.Excellent
632,120.0,0.9942,Often,0,8.4,yes,Y,6.4,10.5,1.06,4.8,2.2,5.8,0.98,0.49,02.Good
633,207.0,0.9956,Very Often,0,3.7,no,Y,6.8,9.6,0.86,5.6,3.4,7.0,0.49,0.36,02.Good
634,122.0,0.9925,Often,0,8.4,yes,Y,7.3,12.6,0.9,8.4,3.6,6.8,0.37,0.38,03.Excellent
635,147.0,0.9938,Very Often,0,9.6,yes,Y,6.3,10.0,0.94,3.6,2.9,5.6,0.54,0.22,01.Bad
636,183.0,10.004,Very Often,0,1.0,no,Y,6.4,8.5,1.08,3.6,2.0,18.0,0.61,0.48,02.Good
637,197.0,0.9986,Very Often,0,9.5,no,Y,7.2,9.0,1.04,4.6,3.1,13.7,0.53,0.19,01.Bad
638,190.0,0.9993,Very Often,0,2.1,no,Y,8.4,9.4,0.96,7.0,2.7,13.8,0.58,0.56,02.Good
639,126.0,0.9969,Regular,0,2.0,yes,N,6.8,9.5,1.98,12.6,4.3,3.8,0.61,0.12,01.Bad
640,24.0,10.001,Almost_never,0,5.6,no,N,12.9,10.9,1.44,10.0,2.9,2.8,0.68,0.55,02.Good
641,31.0,0.9964,Regular,0,0.2,no,N,7.8,10.0,1.52,10.6,4.7,1.7,0.56,0.04,02.Good
642,172.0,0.9966,Very Often,0,3.1,yes,Y,8.8,10.2,0.72,6.8,2.8,9.7,0.4,0.33,01.Bad
643,12.0,0.9958,Almost_never,0,4.1,yes,N,6.4,9.2,1.32,8.0,4.8,1.6,0.56,0.23,01.Bad
644,134.0,0.9939,Often,0,5.1,no,Y,6.0,9.8,1.0,3.4,2.8,6.0,0.54,0.21,02.Good
645,157.0,0.9969,Often,0,3.5,no,Y,7.5,9.2,1.02,7.0,3.1,9.6,0.53,0.28,02.Good
646,118.0,0.9954,Regular,0,8.6,no,Y,7.0,9.4,1.06,2.8,5.0,5.9,0.36,0.49,02.Good
647,223.0,0.9986,Very Often,0,6.7,no,Y,7.3,9.4,0.96,4.6,3.4,14.6,0.71,0.41,02.Good
648,148.0,0.998,Very Often,0,10.0,yes,Y,7.5,8.9,0.76,3.4,2.4,11.8,0.46,0.71,01.Bad
649,184.0,0.9994,Often,0,5.4,yes,Y,6.1,9.3,1.0,6.8,3.1,18.35,0.61,0.24,01.Bad
650,143.0,0.9929,Very Often,0,4.0,no,Y,6.8,11.0,1.08,3.6,2.9,5.4,0.54,0.35,03.Excellent
651,137.0,0.993,Regular,0,3.5,yes,Y,6.1,10.4,0.98,8.2,4.7,1.6,0.5,0.24,02.Good
652,204.0,0.998,Very Often,0,0.5,no,Y,7.1,8.8,1.0,6.4,2.9,13.1,0.49,0.24,01.Bad
653,130.0,0.9895,Often,0,4.5,yes,Y,5.4,13.4,0.52,9.2,5.2,2.1,0.77,0.15,03.Excellent
654,25.0,0.9966,Sometimes,0,3.5,yes,N,8.7,10.1,1.18,6.2,5.0,1.4,0.76,0.46,02.Good
655,79.0,0.9977,Often,0,9.4,no,N,6.6,9.2,1.46,14.5,4.4,7.8,0.54,0.2,01.Bad
656,137.0,0.998,Often,0,9.3,no,Y,9.2,10.1,0.84,5.6,2.9,11.8,0.34,0.49,01.Bad
657,54.0,0.995,Very Often,0,1.8,yes,N,6.0,10.7,1.28,10.2,6.4,2.1,0.93,0.0,02.Good
658,186.0,0.997,Very Often,0,2.4,no,Y,7.8,10.0,1.08,4.0,3.3,10.2,0.46,0.28,02.Good
659,182.0,0.9927,Regular,0,0.5,yes,Y,6.9,10.8,0.86,3.2,4.1,1.3,0.62,0.35,02.Good
660,101.0,0.9924,Regular,0,1.0,yes,N,5.1,12.9,0.84,10.2,5.7,2.1,0.87,0.18,03.Excellent
661,31.0,0.9948,Sometimes,0,5.4,yes,N,6.9,11.4,1.22,21.8,6.1,2.1,0.43,0.06,01.Bad
662,130.0,0.9928,Very Often,0,1.1,no,Y,6.8,11.0,0.94,3.8,3.1,4.9,0.56,0.33,02.Good
663,92.0,0.9923,Regular,0,8.7,yes,Y,5.9,10.0,0.94,4.0,3.7,1.3,0.45,0.4,02.Good
664,129.0,0.993,Often,0,4.2,yes,Y,7.6,10.4,0.86,4.6,3.1,1.6,0.7,0.34,01.Bad
665,75.0,0.9974,Sometimes,0,5.7,no,N,8.4,9.2,1.86,13.4,3.7,2.2,0.59,0.19,01.Bad
666,163.0,10.003,Very Often,0,5.8,yes,Y,8.0,8.6,0.88,4.4,3.8,14.6,0.69,0.42,03.Excellent
667,72.0,0.9907,Sometimes,0,8.7,yes,Y,6.6,11.0,0.76,7.2,4.0,0.9,0.39,0.24,01.Bad
668,131.0,0.9935,Very Often,0,3.6,yes,Y,7.0,11.7,0.9,7.2,2.9,10.05,0.33,0.32,03.Excellent
669,209.0,0.9956,Very Often,0,6.0,yes,Y,7.5,10.8,0.48,5.0,3.1,8.2,0.46,0.32,02.Good
670,27.0,0.9988,Almost_never,0,5.3,no,N,11.9,11.3,1.36,8.0,2.6,2.15,0.68,0.65,02.Good
671,170.0,0.9934,Very Often,0,3.2,no,Y,6.1,11.7,0.62,6.2,5.4,8.4,0.4,0.37,03.Excellent
672,179.0,0.9958,Very Often,0,8.3,no,Y,6.8,9.3,0.92,5.2,3.7,7.5,0.49,0.4,01.Bad
673,27.0,0.9967,Almost_never,0,0.1,no,N,8.6,10.2,2.0,10.6,3.7,2.0,0.56,0.22,02.Good
674,252.0,1.0,Very Often,0,9.3,no,Y,7.1,8.7,0.92,5.4,2.7,18.2,0.56,0.31,01.Bad
675,17.0,10.006,Almost_never,0,7.3,yes,N,11.4,10.2,2.44,9.2,3.2,2.7,0.7,0.5,01.Bad
676,188.0,0.9952,Very Often,0,7.7,no,Y,6.8,10.6,1.16,3.6,3.2,9.8,0.51,0.24,02.Good
677,55.0,0.995,Regular,0,1.7,yes,N,9.1,11.0,1.2,7.2,3.6,1.8,0.82,0.39,03.Excellent
678,95.0,0.9890000000000001,Sometimes,0,1.7,no,Y,6.1,13.1,0.76,5.6,1.9,4.2,0.7,0.23,02.Good
679,163.0,0.9924,Sometimes,0,3.1,yes,Y,7.3,10.7,1.0,6.4,4.0,1.4,0.42,0.35,01.Bad
680,148.0,0.9955,Often,0,8.3,no,Y,6.7,9.6,1.14,6.2,3.4,6.4,0.45,0.42,01.Bad
681,38.0,0.9975,Sometimes,0,0.0,yes,N,7.4,9.8,1.48,12.2,5.9,2.0,0.65,0.01,01.Bad
682,60.0,0.9956,Sometimes,0,7.0,yes,Y,8.0,9.5,0.8,11.0,2.9,8.2,0.3,0.17,01.Bad
683,79.0,0.9906,Sometimes,0,3.3,yes,Y,6.6,12.4,0.54,6.6,4.3,2.0,0.63,0.41,02.Good
684,130.0,0.996,Very Often,0,1.4,yes,Y,6.5,10.1,0.84,5.2,2.8,10.8,0.4,0.24,02.Good
685,101.0,0.9940000000000001,Regular,0,1.3,no,Y,8.2,9.5,1.0,3.4,3.3,1.5,0.58,0.32,01.Bad
686,135.0,0.9984,Often,0,1.1,yes,Y,7.4,8.7,1.0,3.2,1.4,15.5,0.43,0.27,03.Excellent
687,91.0,0.9919,Often,0,2.9,no,Y,6.7,12.4,0.72,7.6,2.0,9.55,0.37,0.26,02.Good
688,42.0,10.004,Sometimes,0,2.4,yes,N,11.9,10.3,1.96,7.6,3.4,2.7,0.61,0.49,01.Bad
689,148.0,0.992,Very Often,0,6.0,yes,Y,6.6,10.2,0.7,3.8,3.3,1.8,0.36,0.33,01.Bad
690,56.0,0.9962,Sometimes,0,5.8,yes,N,8.8,10.9,2.38,11.0,3.8,2.2,0.6,0.04,02.Good
691,58.0,0.998,Often,0,9.0,no,N,8.5,9.8,1.56,9.2,4.7,2.25,0.54,0.31,01.Bad
692,23.0,0.9961,Sometimes,0,2.2,yes,N,7.4,9.6,2.0,12.8,4.5,1.8,0.58,0.07,01.Bad
693,175.0,0.9934,Often,0,2.5,no,Y,6.3,9.4,0.92,6.6,5.0,1.2,0.54,0.27,02.Good
694,150.0,0.9947,Very Often,0,4.8,yes,Y,6.9,11.5,0.68,5.0,3.8,9.2,0.36,0.35,02.Good
695,155.0,1.001,Often,0,0.1,yes,N,9.8,11.2,2.08,17.6,5.3,2.5,0.67,0.25,01.Bad
696,175.0,0.9945,Very Often,0,5.8,yes,Y,5.6,10.4,0.86,4.0,2.0,10.2,0.43,0.66,03.Excellent
697,142.0,0.9928,Very Often,0,3.0,yes,Y,6.3,10.1,1.02,4.2,4.0,1.5,0.42,0.28,02.Good
698,12.0,0.9955,Almost_never,0,7.4,yes,N,6.4,10.8,3.32,17.7,6.5,2.3,0.51,0.0,01.Bad
699,194.0,0.9976,Very Often,0,6.1,yes,Y,8.3,9.6,0.82,5.6,4.8,7.8,0.51,0.4,02.Good
700,116.0,0.9959,Very Often,0,5.7,yes,Y,5.7,9.8,1.0,5.0,2.9,10.8,0.5,0.27,02.Good
701,111.0,0.9927,Very Often,0,3.1,no,Y,7.3,12.4,0.56,3.4,3.3,8.2,0.41,0.36,02.Good
702,48.0,0.9961,Almost_never,0,9.4,yes,N,6.9,10.3,4.86,15.3,5.3,2.4,0.6,0.18,02.Good
703,224.0,0.9996,Very Often,0,8.6,yes,Y,6.7,9.1,1.14,6.0,3.0,18.75,0.53,0.44,01.Bad
704,14.0,0.9987,Almost_never,0,3.6,no,N,9.4,10.7,1.64,10.0,4.4,3.6,0.52,0.34,02.Good
705,15.0,0.9969,Almost_never,0,6.8,no,N,7.6,10.3,1.4,9.6,3.9,2.8,0.55,0.31,02.Good
706,78.0,0.9904,Regular,0,1.2,yes,Y,6.6,12.9,0.64,12.8,3.0,4.4,0.62,0.28,02.Good
707,131.0,0.9919,Very Often,0,5.4,no,Y,6.3,11.3,0.72,8.0,4.0,5.1,0.44,0.24,02.Good
708,224.0,0.9961,Very Often,0,2.0,no,Y,6.2,8.9,0.94,5.4,3.5,8.8,0.47,0.32,01.Bad
709,59.0,0.9922,Sometimes,0,4.5,no,Y,9.2,10.5,0.84,5.6,1.9,1.0,0.25,0.41,02.Good
710,161.0,0.9955,Very Often,0,5.9,yes,Y,6.4,10.2,0.9,6.2,2.3,12.9,0.59,0.31,01.Bad
711,40.0,0.9924,Sometimes,0,0.2,no,Y,7.4,10.9,0.5,4.0,0.5,6.1,0.52,0.35,01.Bad
712,102.0,0.9923,Regular,0,1.7,no,Y,6.8,11.4,0.74,3.2,6.0,2.3,0.42,0.4,03.Excellent
713,187.0,0.9949,Very Often,0,3.8,no,Y,6.2,10.6,1.12,6.9,4.6,10.1,0.56,0.27,01.Bad
714,127.0,0.9934,Very Often,0,6.5,yes,Y,6.4,10.4,0.98,3.6,6.8,1.6,0.67,0.31,03.Excellent
715,173.0,0.9987,Often,0,4.5,yes,Y,6.6,9.0,1.26,6.4,3.6,15.6,0.56,0.47,01.Bad
716,97.0,0.9948,Regular,0,3.4,yes,Y,5.6,9.2,0.76,2.4,5.0,4.3,0.46,0.26,01.Bad
717,96.0,0.9964,Sometimes,0,3.7,no,Y,8.6,10.8,0.62,4.6,3.0,11.3,0.4,0.25,01.Bad
718,52.0,0.9968,Sometimes,0,8.3,yes,N,8.3,9.5,1.78,14.3,4.0,1.8,0.77,0.15,01.Bad
719,127.0,0.9929,Often,0,4.5,no,Y,6.4,10.5,1.04,5.6,5.9,1.6,0.56,0.29,03.Excellent
720,180.0,0.9936,Very Often,0,1.5,yes,Y,7.4,10.5,0.9,5.8,4.8,1.6,0.68,0.29,02.Good
721,220.0,0.9988,Very Often,0,1.7,no,Y,7.6,9.2,4.78,9.4,1.9,13.0,0.51,0.49,01.Bad
722,139.0,0.9979,Often,0,1.5,no,N,9.2,9.5,1.56,10.6,3.8,2.6,0.57,0.24,01.Bad
723,80.0,0.9913,Sometimes,0,3.0,yes,Y,7.8,11.4,0.86,5.0,2.8,1.0,0.38,0.37,01.Bad
724,129.0,0.9968,Very Often,0,7.3,yes,Y,6.5,10.3,0.78,3.6,4.3,14.2,0.72,0.41,03.Excellent
725,107.0,0.9884,Often,0,3.5,no,Y,6.6,13.2,0.7,6.2,2.2,1.4,0.4,0.28,02.Good
726,125.0,0.9916,Very Often,0,8.9,no,Y,6.9,12.4,0.76,7.2,2.2,8.6,0.32,0.35,03.Excellent
727,119.0,0.9972,Often,0,0.4,no,N,8.3,9.1,1.6,12.5,3.4,1.5,1.12,0.2,01.Bad
728,132.0,0.9949,Very Often,0,7.5,yes,Y,6.0,9.4,1.06,5.0,2.6,7.7,0.5,0.28,02.Good
729,48.0,0.9976,Sometimes,0,0.9,yes,N,8.0,9.4,1.5,8.6,4.8,2.3,0.46,0.36,01.Bad
730,162.0,0.9983,Very Often,0,5.8,no,Y,6.4,9.0,1.2,6.8,3.2,14.9,0.45,0.2,01.Bad
731,111.0,0.9934,Often,0,1.7,no,Y,6.3,10.8,0.8,5.6,2.6,9.5,0.31,0.22,01.Bad
732,154.0,0.9957,Very Often,0,6.7,yes,Y,7.2,10.4,0.76,6.4,3.7,8.7,0.47,0.4,02.Good
733,107.0,0.9937,Regular,0,0.7,no,Y,6.5,10.0,0.92,3.8,4.4,1.3,0.45,0.1,01.Bad
734,15.0,0.9988,Almost_never,0,8.3,yes,N,11.3,9.2,1.64,6.8,1.7,2.0,0.66,0.45,02.Good
735,127.0,0.991,Often,0,0.2,yes,Y,5.6,11.0,0.94,4.7,4.8,1.2,0.5,0.29,03.Excellent
736,14.0,0.9966,Almost_never,0,2.0,no,N,7.4,10.7,1.94,23.7,7.1,4.25,0.54,0.0,01.Bad
737,28.0,0.9982,Sometimes,0,0.7,no,N,8.6,10.0,1.66,12.9,4.3,2.0,0.6,0.25,02.Good
738,84.0,0.9943,Sometimes,0,9.2,no,Y,5.6,10.2,0.84,13.9,5.6,6.8,0.44,0.06,01.Bad
739,128.0,0.9946,Regular,0,8.4,no,Y,7.1,10.6,1.0,12.8,4.6,1.8,0.58,0.49,01.Bad
740,127.0,0.9919,Almost_never,0,0.2,yes,Y,8.0,12.1,0.76,7.4,1.4,4.7,0.72,0.31,01.Bad
741,19.0,0.9955,Sometimes,0,6.2,no,N,7.9,11.4,1.72,6.8,4.9,2.0,0.6,0.42,02.Good
742,201.0,0.9985,Very Often,0,8.9,no,Y,6.9,9.4,0.86,8.4,2.8,15.4,0.54,0.2,01.Bad
743,143.0,0.9965,Often,0,0.0,no,Y,7.6,9.8,0.7,4.4,2.8,9.7,0.49,0.34,02.Good
744,118.0,0.9913,Often,0,1.9,no,Y,6.0,11.2,0.62,4.0,5.1,3.0,0.68,0.32,03.Excellent
745,107.0,0.9916,Very Often,0,7.8,yes,Y,6.7,11.3,0.5,6.0,4.6,2.8,0.63,0.29,03.Excellent
746,20.0,0.9985,Sometimes,0,8.1,yes,N,11.5,11.0,1.54,8.4,2.9,2.6,0.53,0.48,01.Bad
747,66.0,0.9971,Often,0,4.7,yes,N,7.6,9.5,1.56,8.0,5.7,1.9,0.59,0.29,02.Good
748,58.0,0.9997,Regular,0,6.4,no,N,6.8,10.2,2.48,13.8,5.7,5.6,0.72,0.0,01.Bad
749,201.0,0.9918,Very Often,0,0.5,yes,Y,7.1,11.4,0.84,7.6,2.4,2.2,0.5,0.4,01.Bad
750,212.0,0.9953,Very Often,0,0.3,yes,Y,6.6,9.7,0.88,6.4,3.9,7.7,0.48,0.34,02.Good
751,100.0,0.991,Often,0,2.8,no,Y,5.0,11.7,0.78,4.8,7.5,2.2,0.62,0.21,02.Good
752,161.0,0.992,Regular,0,1.7,no,Y,7.2,11.2,0.9,4.8,4.1,1.7,0.53,0.24,02.Good
753,87.0,0.9928,Regular,0,1.7,no,Y,6.1,9.6,1.02,4.4,4.5,1.5,0.46,0.49,01.Bad
754,228.0,0.9974,Very Often,0,1.0,no,Y,9.2,10.4,0.86,5.4,2.5,10.5,0.41,0.34,02.Good
755,175.0,0.9976,Very Often,0,7.1,no,Y,5.8,9.5,1.12,5.0,5.4,11.1,0.43,0.28,01.Bad
756,119.0,0.9914,Sometimes,0,6.0,yes,Y,5.8,10.2,0.74,3.0,3.6,1.2,0.5,0.32,02.Good
757,11.0,0.9989,Almost_never,0,8.0,no,N,8.3,11.0,1.68,20.4,5.9,3.4,0.49,0.02,01.Bad
758,32.0,0.996,Sometimes,0,3.6,yes,N,7.7,10.0,2.04,20.1,4.0,2.1,0.48,0.15,01.Bad
759,167.0,0.9908,Very Often,0,7.3,no,Y,7.7,11.9,0.82,3.6,3.0,1.2,0.44,0.53,01.Bad
760,140.0,0.9895,Often,0,0.1,yes,Y,6.3,12.8,0.74,5.8,3.5,3.3,0.36,0.29,03.Excellent
761,251.0,0.9956,Very Often,0,4.5,yes,Y,6.7,10.0,0.96,3.6,4.4,6.4,0.52,0.3,01.Bad
762,39.0,0.9986,Regular,0,5.9,yes,N,9.5,10.9,1.38,7.8,4.4,8.9,0.81,0.41,03.Excellent
763,27.0,0.9981,Sometimes,0,2.2,no,N,11.5,10.1,1.34,6.0,3.0,2.0,0.97,0.6,02.Good
764,191.0,0.9954,Very Often,0,7.2,yes,Y,6.6,9.5,0.94,5.2,3.4,8.2,0.47,0.52,02.Good
765,166.0,0.9968,Often,0,7.2,yes,Y,6.4,9.5,1.02,4.8,4.6,11.4,0.45,0.29,01.Bad
